-182.949, 78.592, 1.532,  1.765
-182.926, 78.546, 1.538,  1.798
-182.902, 78.500, 1.544,  1.831
-182.878, 78.454, 1.550,  1.864
-182.854, 78.408, 1.556,  1.897
-182.831, 78.361, 1.562,  1.930
-182.807, 78.315, 1.568,  1.963
-182.783, 78.268, 1.573,  1.996
-182.759, 78.221, 1.579,  2.029
-182.736, 78.174, 1.585,  2.062
-182.712, 78.126, 1.590,  2.095
-182.688, 78.078, 1.596,  2.128
-182.665, 78.030, 1.602,  2.161
-182.641, 77.982, 1.607,  2.194
-182.617, 77.934, 1.613,  2.227
-182.594, 77.885, 1.618,  2.260
-182.571, 77.837, 1.624,  2.293
-182.547, 77.788, 1.630,  2.326
-182.524, 77.738, 1.635,  2.359
-182.501, 77.689, 1.641,  2.392
-182.478, 77.639, 1.646,  2.425
-182.455, 77.589, 1.652,  2.458
-182.432, 77.539, 1.657,  2.491
-182.409, 77.488, 1.663,  2.524
-182.387, 77.438, 1.668,  2.557
-182.364, 77.386, 1.674,  2.590
-182.342, 77.335, 1.680,  2.623
-182.320, 77.284, 1.685,  2.656
-182.298, 77.232, 1.691,  2.689
-182.276, 77.180, 1.697,  2.722
-182.254, 77.127, 1.703,  2.755
-182.233, 77.075, 1.708,  2.788
-182.211, 77.022, 1.714,  2.821
-182.190, 76.968, 1.720,  2.854
-182.169, 76.915, 1.726,  2.887
-182.148, 76.861, 1.732,  2.920
-182.127, 76.807, 1.737,  2.953
-182.107, 76.753, 1.743,  2.986
-182.086, 76.698, 1.749,  3.019
-182.066, 76.643, 1.755,  3.052
-182.046, 76.588, 1.761,  3.085
-182.027, 76.532, 1.767,  3.118
-182.007, 76.476, 1.773,  3.151
-181.988, 76.420, 1.780,  3.184
-181.968, 76.364, 1.786,  3.217
-181.950, 76.307, 1.792,  3.250
-181.931, 76.250, 1.798,  3.283
-181.912, 76.193, 1.804,  3.316
-181.894, 76.135, 1.810,  3.349
-181.876, 76.077, 1.817,  3.382
-181.858, 76.019, 1.823,  3.415
-181.841, 75.961, 1.829,  3.448
-181.823, 75.902, 1.835,  3.481
-181.806, 75.843, 1.842,  3.514
-181.789, 75.783, 1.848,  3.547
-181.773, 75.724, 1.855,  3.580
-181.756, 75.664, 1.861,  3.613
-181.740, 75.603, 1.868,  3.646
-181.724, 75.543, 1.874,  3.679
-181.708, 75.482, 1.881,  3.712
-181.693, 75.421, 1.887,  3.745
-181.678, 75.359, 1.894,  3.778
-181.663, 75.298, 1.901,  3.811
-181.648, 75.236, 1.907,  3.844
-181.634, 75.173, 1.914,  3.877
-181.620, 75.111, 1.921,  3.910
-181.606, 75.048, 1.927,  3.943
-181.592, 74.984, 1.934,  3.976
-181.579, 74.921, 1.941,  4.009
-181.565, 74.857, 1.948,  4.042
-181.553, 74.793, 1.955,  4.075
-181.540, 74.729, 1.961,  4.108
-181.528, 74.664, 1.968,  4.141
-181.515, 74.599, 1.975,  4.174
-181.504, 74.534, 1.982,  4.207
-181.492, 74.468, 1.989,  4.240
-181.481, 74.403, 1.996,  4.273
-181.469, 74.337, 2.003,  4.306
-181.459, 74.270, 2.010,  4.339
-181.448, 74.204, 2.017,  4.372
-181.438, 74.137, 2.025,  4.405
-181.428, 74.070, 2.032,  4.438
-181.418, 74.002, 2.039,  4.471
-181.408, 73.934, 2.046,  4.504
-181.399, 73.866, 2.053,  4.537
-181.390, 73.798, 2.060,  4.570
-181.381, 73.730, 2.067,  4.603
-181.372, 73.661, 2.075,  4.636
-181.364, 73.592, 2.082,  4.669
-181.356, 73.522, 2.089,  4.702
-181.348, 73.453, 2.097,  4.735
-181.340, 73.383, 2.104,  4.768
-181.332, 73.313, 2.111,  4.801
-181.325, 73.242, 2.118,  4.834
-181.318, 73.172, 2.126,  4.867
-181.312, 73.101, 2.133,  4.900
-181.305, 73.029, 2.141,  4.933
-181.299, 72.958, 2.148,  4.966
-181.293, 72.886, 2.155,  4.999
-181.287, 72.814, 2.163,  5.032
-181.281, 72.742, 2.170,  5.065
-181.276, 72.669, 2.178,  5.098
-181.270, 72.597, 2.185,  5.131
-181.265, 72.524, 2.193,  5.164
-181.260, 72.450, 2.200,  5.197
-181.256, 72.377, 2.208,  5.230
-181.251, 72.303, 2.215,  5.263
-181.247, 72.229, 2.223,  5.296
-181.243, 72.154, 2.231,  5.329
-181.239, 72.080, 2.238,  5.362
-181.236, 72.005, 2.246,  5.395
-181.232, 71.930, 2.254,  5.428
-181.229, 71.854, 2.261,  5.461
-181.226, 71.779, 2.269,  5.494
-181.223, 71.703, 2.276,  5.527
-181.220, 71.627, 2.284,  5.560
-181.217, 71.550, 2.292,  5.593
-181.215, 71.473, 2.300,  5.626
-181.213, 71.397, 2.307,  5.659
-181.211, 71.319, 2.315,  5.692
-181.209, 71.242, 2.323,  5.725
-181.207, 71.164, 2.331,  5.758
-181.205, 71.086, 2.339,  5.791
-181.204, 71.008, 2.347,  5.824
-181.202, 70.929, 2.354,  5.857
-181.201, 70.851, 2.362,  5.890
-181.200, 70.772, 2.370,  5.923
-181.199, 70.692, 2.378,  5.956
-181.198, 70.613, 2.386,  5.989
-181.197, 70.533, 2.394,  6.022
-181.197, 70.453, 2.402,  6.055
-181.196, 70.372, 2.410,  6.088
-181.196, 70.292, 2.418,  6.121
-181.196, 70.211, 2.426,  6.154
-181.196, 70.130, 2.434,  6.187
-181.196, 70.048, 2.442,  6.220
-181.196, 69.967, 2.450,  6.253
-181.196, 69.885, 2.459,  6.286
-181.196, 69.803, 2.467,  6.319
-181.197, 69.720, 2.475,  6.352
-181.197, 69.637, 2.483,  6.385
-181.198, 69.554, 2.491,  6.418
-181.199, 69.471, 2.500,  6.451
-181.199, 69.387, 2.508,  6.484
-181.200, 69.304, 2.516,  6.517
-181.201, 69.219, 2.525,  6.550
-181.202, 69.135, 2.533,  6.583
-181.203, 69.050, 2.541,  6.616
-181.204, 68.965, 2.550,  6.649
-181.206, 68.880, 2.558,  6.682
-181.207, 68.795, 2.566,  6.715
-181.208, 68.709, 2.575,  6.748
-181.210, 68.623, 2.583,  6.781
-181.211, 68.537, 2.592,  6.814
-181.213, 68.450, 2.600,  6.847
-181.214, 68.363, 2.609,  6.880
-181.216, 68.276, 2.618,  6.913
-181.217, 68.188, 2.626,  6.946
-181.219, 68.101, 2.635,  6.979
-181.221, 68.013, 2.644,  7.012
-181.223, 67.924, 2.652,  7.045
-181.224, 67.836, 2.661,  7.078
-181.226, 67.747, 2.670,  7.111
-181.228, 67.657, 2.679,  7.144
-181.230, 67.568, 2.687,  7.177
-181.232, 67.478, 2.696,  7.210
-181.234, 67.388, 2.705,  7.243
-181.236, 67.298, 2.714,  7.276
-181.238, 67.207, 2.723,  7.309
-181.240, 67.116, 2.732,  7.342
-181.242, 67.025, 2.741,  7.375
-181.244, 66.933, 2.750,  7.408
-181.246, 66.841, 2.759,  7.441
-181.248, 66.749, 2.768,  7.474
-181.250, 66.657, 2.778,  7.507
-181.253, 66.564, 2.787,  7.540
-181.255, 66.471, 2.796,  7.573
-181.257, 66.377, 2.805,  7.606
-181.259, 66.284, 2.814,  7.639
-181.261, 66.190, 2.824,  7.672
-181.263, 66.095, 2.833,  7.705
-181.265, 66.001, 2.842,  7.738
-181.268, 65.906, 2.852,  7.771
-181.270, 65.810, 2.861,  7.804
-181.272, 65.715, 2.871,  7.837
-181.274, 65.619, 2.880,  7.870
-181.276, 65.523, 2.890,  7.903
-181.278, 65.426, 2.900,  7.936
-181.280, 65.329, 2.909,  7.969
-181.282, 65.232, 2.919,  8.002
-181.285, 65.134, 2.929,  8.035
-181.287, 65.037, 2.938,  8.068
-181.289, 64.938, 2.948,  8.101
-181.291, 64.840, 2.958,  8.134
-181.293, 64.741, 2.968,  8.167
-181.295, 64.642, 2.977,  8.200
-181.297, 64.543, 2.987,  8.233
-181.299, 64.443, 2.997,  8.266
-181.301, 64.343, 3.007,  8.299
-181.303, 64.242, 3.017,  8.332
-181.305, 64.141, 3.027,  8.365
-181.307, 64.040, 3.037,  8.398
-181.309, 63.939, 3.047,  8.431
-181.310, 63.837, 3.057,  8.464
-181.312, 63.735, 3.068,  8.497
-181.314, 63.632, 3.078,  8.530
-181.316, 63.529, 3.088,  8.563
-181.318, 63.426, 3.098,  8.596
-181.320, 63.323, 3.109,  8.629
-181.321, 63.219, 3.119,  8.662
-181.323, 63.115, 3.129,  8.695
-181.325, 63.010, 3.140,  8.728
-181.327, 62.905, 3.150,  8.761
-181.328, 62.800, 3.161,  8.794
-181.330, 62.694, 3.171,  8.827
-181.331, 62.588, 3.182,  8.860
-181.333, 62.482, 3.192,  8.893
-181.335, 62.375, 3.203,  8.926
-181.336, 62.268, 3.213,  8.959
-181.338, 62.161, 3.224,  8.992
-181.339, 62.053, 3.235,  9.025
-181.341, 61.945, 3.246,  9.058
-181.342, 61.837, 3.257,  9.091
-181.343, 61.728, 3.267,  9.124
-181.345, 61.619, 3.278,  9.157
-181.346, 61.509, 3.289,  9.190
-181.348, 61.399, 3.300,  9.223
-181.349, 61.289, 3.311,  9.256
-181.350, 61.178, 3.322,  9.289
-181.351, 61.067, 3.333,  9.322
-181.353, 60.956, 3.344,  9.355
-181.354, 60.844, 3.355,  9.388
-181.355, 60.732, 3.366,  9.421
-181.356, 60.620, 3.378,  9.454
-181.357, 60.507, 3.389,  9.487
-181.358, 60.393, 3.400,  9.520
-181.359, 60.280, 3.412,  9.553
-181.361, 60.166, 3.423,  9.586
-181.362, 60.051, 3.434,  9.619
-181.363, 59.937, 3.446,  9.652
-181.364, 59.822, 3.457,  9.685
-181.365, 59.706, 3.469,  9.718
-181.365, 59.590, 3.480,  9.751
-181.366, 59.474, 3.492,  9.784
-181.367, 59.357, 3.503,  9.817
-181.368, 59.240, 3.515,  9.850
-181.369, 59.123, 3.527,  9.883
-181.370, 59.005, 3.539,  9.916
-181.371, 58.886, 3.550,  9.949
-181.371, 58.768, 3.562,  9.982
-181.372, 58.649, 3.574, 10.015
-181.373, 58.529, 3.586, 10.048
-181.374, 58.410, 3.598, 10.081
-181.374, 58.289, 3.610, 10.114
-181.375, 58.169, 3.622, 10.147
-181.376, 58.048, 3.634, 10.180
-181.376, 57.926, 3.646, 10.213
-181.377, 57.804, 3.658, 10.246
-181.378, 57.682, 3.671, 10.279
-181.378, 57.559, 3.683, 10.312
-181.379, 57.436, 3.695, 10.345
-181.379, 57.313, 3.707, 10.378
-181.380, 57.189, 3.720, 10.411
-181.380, 57.065, 3.732, 10.444
-181.381, 56.940, 3.744, 10.477
-181.381, 56.815, 3.757, 10.510
-181.382, 56.689, 3.769, 10.543
-181.382, 56.563, 3.782, 10.576
-181.383, 56.437, 3.795, 10.609
-181.383, 56.310, 3.807, 10.642
-181.384, 56.183, 3.820, 10.675
-181.384, 56.055, 3.833, 10.708
-181.384, 55.927, 3.846, 10.741
-181.385, 55.799, 3.858, 10.774
-181.385, 55.670, 3.871, 10.807
-181.385, 55.540, 3.884, 10.840
-181.386, 55.411, 3.897, 10.873
-181.386, 55.280, 3.910, 10.906
-181.386, 55.150, 3.923, 10.939
-181.387, 55.019, 3.936, 10.972
-181.387, 54.887, 3.949, 11.005
-181.387, 54.755, 3.962, 11.038
-181.387, 54.623, 3.975, 11.071
-181.388, 54.490, 3.987, 11.104
-181.388, 54.357, 4.000, 11.137
-181.388, 54.223, 4.013, 11.170
-181.388, 54.089, 4.027, 11.203
-181.389, 53.954, 4.040, 11.236
-181.389, 53.819, 4.053, 11.269
-181.389, 53.684, 4.066, 11.302
-181.389, 53.548, 4.079, 11.335
-181.389, 53.412, 4.092, 11.368
-181.390, 53.275, 4.106, 11.401
-181.390, 53.138, 4.119, 11.434
-181.390, 53.000, 4.132, 11.467
-181.390, 52.862, 4.146, 11.500
-181.390, 52.724, 4.159, 11.533
-181.390, 52.585, 4.173, 11.566
-181.390, 52.445, 4.186, 11.599
-181.391, 52.305, 4.200, 11.632
-181.391, 52.165, 4.213, 11.665
-181.391, 52.024, 4.227, 11.698
-181.391, 51.883, 4.241, 11.731
-181.391, 51.741, 4.255, 11.764
-181.391, 51.599, 4.268, 11.797
-181.391, 51.457, 4.282, 11.830
-181.391, 51.313, 4.296, 11.863
-181.391, 51.170, 4.310, 11.896
-181.391, 51.026, 4.324, 11.929
-181.391, 50.881, 4.338, 11.962
-181.391, 50.736, 4.352, 11.995
-181.392, 50.591, 4.366, 12.028
-181.392, 50.445, 4.381, 12.061
-181.392, 50.299, 4.395, 12.094
-181.392, 50.152, 4.409, 12.127
-181.392, 50.004, 4.423, 12.160
-181.392, 49.857, 4.438, 12.193
-181.392, 49.708, 4.452, 12.226
-181.392, 49.560, 4.467, 12.259
-181.392, 49.410, 4.481, 12.292
-181.392, 49.261, 4.496, 12.325
-181.392, 49.110, 4.510, 12.358
-181.392, 48.960, 4.525, 12.391
-181.392, 48.808, 4.540, 12.424
-181.392, 48.657, 4.555, 12.457
-181.392, 48.505, 4.569, 12.490
-181.392, 48.352, 4.584, 12.523
-181.392, 48.199, 4.599, 12.556
-181.392, 48.045, 4.614, 12.589
-181.392, 47.891, 4.629, 12.622
-181.392, 47.736, 4.644, 12.655
-181.392, 47.581, 4.660, 12.688
-181.392, 47.425, 4.675, 12.721
-181.392, 47.269, 4.690, 12.754
-181.392, 47.112, 4.705, 12.787
-181.392, 46.955, 4.721, 12.820
-181.392, 46.797, 4.736, 12.853
-181.392, 46.639, 4.752, 12.886
-181.392, 46.480, 4.767, 12.919
-181.392, 46.321, 4.783, 12.952
-181.392, 46.161, 4.799, 12.985
-181.392, 46.001, 4.814, 13.018
-181.392, 45.840, 4.830, 13.051
-181.392, 45.678, 4.846, 13.084
-181.392, 45.517, 4.862, 13.117
-181.392, 45.354, 4.878, 13.150
-181.392, 45.191, 4.894, 13.183
-181.392, 45.028, 4.910, 13.216
-181.392, 44.863, 4.926, 13.249
-181.391, 44.699, 4.942, 13.282
-181.391, 44.534, 4.958, 13.315
-181.391, 44.368, 4.974, 13.348
-181.391, 44.202, 4.991, 13.381
-181.391, 44.035, 5.007, 13.414
-181.391, 43.868, 5.023, 13.447
-181.391, 43.700, 5.040, 13.480
-181.391, 43.531, 5.056, 13.513
-181.391, 43.362, 5.073, 13.546
-181.391, 43.193, 5.089, 13.579
-181.391, 43.023, 5.105, 13.612
-181.391, 42.852, 5.116, 13.645
-181.391, 42.682, 5.114, 13.678
-181.391, 42.512, 5.100, 13.711
-181.391, 42.342, 5.089, 13.744
-181.391, 42.173, 5.086, 13.777
-181.391, 42.004, 5.089, 13.810
-181.391, 41.834, 5.098, 13.843
-181.391, 41.663, 5.113, 13.876
-181.391, 41.493, 5.132, 13.909
-181.391, 41.321, 5.154, 13.942
-181.391, 41.148, 5.178, 13.975
-181.390, 40.975, 5.204, 14.008
-181.390, 40.801, 5.231, 14.041
-181.390, 40.625, 5.258, 14.074
-181.390, 40.449, 5.285, 14.107
-181.390, 40.272, 5.312, 14.140
-181.390, 40.095, 5.338, 14.173
-181.390, 39.916, 5.363, 14.206
-181.390, 39.736, 5.388, 14.239
-181.390, 39.556, 5.412, 14.272
-181.390, 39.375, 5.436, 14.305
-181.390, 39.193, 5.459, 14.338
-181.390, 39.011, 5.481, 14.371
-181.389, 38.828, 5.502, 14.404
-181.389, 38.644, 5.524, 14.437
-181.389, 38.459, 5.544, 14.470
-181.389, 38.274, 5.565, 14.503
-181.389, 38.088, 5.585, 14.536
-181.389, 37.901, 5.605, 14.569
-181.389, 37.713, 5.625, 14.602
-181.389, 37.525, 5.644, 14.635
-181.389, 37.337, 5.664, 14.668
-181.389, 37.148, 5.683, 14.701
-181.389, 36.958, 5.703, 14.734
-181.388, 36.767, 5.722, 14.767
-181.388, 36.576, 5.742, 14.800
-181.388, 36.384, 5.761, 14.833
-181.388, 36.191, 5.781, 14.866
-181.388, 35.998, 5.800, 14.899
-181.388, 35.804, 5.820, 14.932
-181.388, 35.610, 5.840, 14.965
-181.388, 35.414, 5.859, 14.998
-181.387, 35.219, 5.879, 15.031
-181.387, 35.022, 5.899, 15.064
-181.387, 34.825, 5.919, 15.097
-181.387, 34.627, 5.939, 15.130
-181.387, 34.428, 5.959, 15.163
-181.387, 34.229, 5.979, 15.196
-181.387, 34.029, 5.999, 15.229
-181.387, 33.829, 6.020, 15.262
-181.386, 33.628, 6.040, 15.295
-181.386, 33.426, 6.060, 15.328
-181.386, 33.223, 6.081, 15.361
-181.386, 33.020, 6.101, 15.394
-181.386, 32.816, 6.122, 15.427
-181.386, 32.611, 6.143, 15.460
-181.385, 32.406, 6.163, 15.493
-181.385, 32.200, 6.184, 15.526
-181.385, 31.993, 6.205, 15.559
-181.385, 31.786, 6.226, 15.592
-181.385, 31.578, 6.247, 15.625
-181.385, 31.369, 6.268, 15.658
-181.384, 31.159, 6.289, 15.691
-181.384, 30.949, 6.310, 15.724
-181.384, 30.738, 6.331, 15.757
-181.384, 30.527, 6.353, 15.790
-181.384, 30.314, 6.374, 15.823
-181.383, 30.101, 6.396, 15.856
-181.383, 29.887, 6.417, 15.889
-181.383, 29.673, 6.439, 15.922
-181.383, 29.458, 6.461, 15.955
-181.383, 29.242, 6.482, 15.988
-181.382, 29.025, 6.504, 16.021
-181.382, 28.807, 6.526, 16.054
-181.382, 28.589, 6.548, 16.087
-181.382, 28.370, 6.570, 16.120
-181.381, 28.151, 6.592, 16.153
-181.381, 27.930, 6.615, 16.186
-181.381, 27.709, 6.637, 16.219
-181.381, 27.487, 6.659, 16.252
-181.380, 27.265, 6.682, 16.285
-181.380, 27.041, 6.704, 16.318
-181.380, 26.817, 6.727, 16.351
-181.380, 26.592, 6.749, 16.384
-181.379, 26.367, 6.772, 16.417
-181.379, 26.141, 6.794, 16.450
-181.379, 25.913, 6.817, 16.483
-181.378, 25.686, 6.839, 16.516
-181.378, 25.457, 6.861, 16.549
-181.378, 25.228, 6.884, 16.582
-181.378, 24.998, 6.906, 16.615
-181.377, 24.767, 6.929, 16.648
-181.377, 24.535, 6.952, 16.681
-181.377, 24.303, 6.975, 16.714
-181.376, 24.070, 6.998, 16.747
-181.376, 23.836, 7.021, 16.780
-181.376, 23.601, 7.044, 16.813
-181.375, 23.366, 7.067, 16.846
-181.375, 23.130, 7.090, 16.879
-181.375, 22.893, 7.114, 16.912
-181.374, 22.655, 7.137, 16.945
-181.374, 22.416, 7.161, 16.978
-181.374, 22.177, 7.185, 17.011
-181.373, 21.937, 7.209, 17.044
-181.373, 21.696, 7.233, 17.077
-181.373, 21.454, 7.257, 17.110
-181.372, 21.211, 7.281, 17.143
-181.372, 20.968, 7.305, 17.176
-181.372, 20.724, 7.329, 17.209
-181.371, 20.479, 7.353, 17.242
-181.371, 20.233, 7.378, 17.275
-181.370, 19.987, 7.402, 17.308
-181.370, 19.739, 7.427, 17.341
-181.370, 19.491, 7.452, 17.374
-181.369, 19.242, 7.476, 17.407
-181.369, 18.992, 7.501, 17.440
-181.368, 18.742, 7.526, 17.473
-181.368, 18.490, 7.550, 17.506
-181.367, 18.238, 7.575, 17.539
-181.367, 17.985, 7.600, 17.572
-181.367, 17.731, 7.625, 17.605
-181.366, 17.476, 7.650, 17.638
-181.366, 17.220, 7.675, 17.671
-181.365, 16.964, 7.700, 17.704
-181.365, 16.706, 7.726, 17.737
-181.364, 16.448, 7.751, 17.770
-181.364, 16.189, 7.776, 17.803
-181.363, 15.929, 7.802, 17.836
-181.363, 15.669, 7.827, 17.869
-181.362, 15.407, 7.853, 17.902
-181.362, 15.145, 7.879, 17.935
-181.361, 14.881, 7.905, 17.968
-181.361, 14.617, 7.931, 18.001
-181.360, 14.352, 7.957, 18.034
-181.360, 14.086, 7.983, 18.067
-181.359, 13.820, 8.010, 18.100
-181.359, 13.552, 8.036, 18.133
-181.358, 13.283, 8.063, 18.166
-181.358, 13.014, 8.090, 18.199
-181.357, 12.744, 8.116, 18.232
-181.357, 12.472, 8.143, 18.265
-181.356, 12.200, 8.170, 18.298
-181.356, 11.927, 8.198, 18.331
-181.355, 11.653, 8.225, 18.364
-181.354, 11.378, 8.252, 18.397
-181.354, 11.103, 8.280, 18.430
-181.353, 10.826, 8.307, 18.463
-181.353, 10.548, 8.335, 18.496
-181.352, 10.270, 8.362, 18.529
-181.351, 9.990, 8.390, 18.562
-181.351, 9.710, 8.418, 18.595
-181.350, 9.429, 8.446, 18.628
-181.350, 9.146, 8.474, 18.661
-181.349, 8.863, 8.502, 18.694
-181.348, 8.579, 8.531, 18.727
-181.348, 8.294, 8.559, 18.760
-181.347, 8.008, 8.588, 18.793
-181.346, 7.721, 8.616, 18.826
-181.346, 7.433, 8.645, 18.859
-181.345, 7.144, 8.674, 18.892
-181.344, 6.854, 8.702, 18.925
-181.344, 6.563, 8.731, 18.958
-181.343, 6.272, 8.760, 18.991
-181.342, 5.979, 8.789, 19.024
-181.341, 5.685, 8.819, 19.057
-181.341, 5.391, 8.848, 19.090
-181.340, 5.095, 8.878, 19.123
-181.339, 4.798, 8.907, 19.156
-181.339, 4.501, 8.937, 19.189
-181.338, 4.202, 8.967, 19.222
-181.337, 3.902, 8.997, 19.255
-181.336, 3.602, 9.027, 19.288
-181.335, 3.300, 9.057, 19.321
-181.335, 2.997, 9.087, 19.354
-181.334, 2.694, 9.117, 19.387
-181.333, 2.389, 9.147, 19.420
-181.332, 2.083, 9.178, 19.453
-181.331, 1.777, 9.208, 19.486
-181.331, 1.469, 9.239, 19.519
-181.330, 1.160, 9.270, 19.552
-181.329, 0.850, 9.301, 19.585
-181.328, 0.539, 9.332, 19.618
-181.327, 0.228, 9.363, 19.651
-181.326, -0.085, 9.394, 19.684
-181.326, -0.399, 9.426, 19.717
-181.325, -0.714, 9.457, 19.750
-181.324, -1.030, 9.488, 19.783
-181.323, -1.347, 9.520, 19.816
-181.322, -1.665, 9.552, 19.849
-181.321, -1.985, 9.584, 19.882
-181.320, -2.305, 9.616, 19.915
-181.319, -2.626, 9.648, 19.948
-181.318, -2.949, 9.680, 19.981
-181.317, -3.272, 9.712, 20.014
-181.316, -3.597, 9.745, 20.047
-181.315, -3.922, 9.777, 20.080
-181.314, -4.249, 9.810, 20.113
-181.314, -4.577, 9.843, 20.146
-181.313, -4.906, 9.875, 20.179
-181.312, -5.236, 9.908, 20.212
-181.311, -5.567, 9.941, 20.245
-181.310, -5.899, 9.974, 20.278
-181.308, -6.233, 10.008, 20.311
-181.307, -6.567, 10.041, 20.344
-181.306, -6.903, 10.075, 20.377
-181.305, -7.239, 10.108, 20.410
-181.304, -7.577, 10.142, 20.443
-181.303, -7.916, 10.176, 20.476
-181.302, -8.256, 10.210, 20.509
-181.301, -8.597, 10.244, 20.542
-181.300, -8.939, 10.278, 20.575
-181.299, -9.283, 10.312, 20.608
-181.298, -9.628, 10.347, 20.641
-181.297, -9.973, 10.381, 20.674
-181.295, -10.320, 10.416, 20.707
-181.294, -10.668, 10.451, 20.740
-181.293, -11.018, 10.486, 20.773
-181.292, -11.368, 10.521, 20.806
-181.291, -11.720, 10.556, 20.839
-181.290, -12.072, 10.591, 20.872
-181.288, -12.426, 10.627, 20.905
-181.287, -12.781, 10.662, 20.938
-181.286, -13.138, 10.698, 20.971
-181.285, -13.495, 10.734, 21.004
-181.283, -13.854, 10.769, 21.037
-181.282, -14.214, 10.805, 21.070
-181.281, -14.575, 10.842, 21.103
-181.280, -14.937, 10.878, 21.136
-181.278, -15.301, 10.914, 21.169
-181.277, -15.665, 10.950, 21.202
-181.276, -16.031, 10.987, 21.235
-181.274, -16.399, 11.024, 21.268
-181.273, -16.767, 11.061, 21.301
-181.272, -17.137, 11.097, 21.334
-181.270, -17.507, 11.134, 21.367
-181.269, -17.880, 11.172, 21.400
-181.268, -18.253, 11.209, 21.433
-181.266, -18.627, 11.246, 21.466
-181.265, -19.003, 11.284, 21.499
-181.263, -19.380, 11.322, 21.532
-181.262, -19.759, 11.360, 21.565
-181.261, -20.138, 11.398, 21.598
-181.259, -20.519, 11.436, 21.631
-181.258, -20.901, 11.474, 21.664
-181.256, -21.285, 11.513, 21.697
-181.255, -21.670, 11.551, 21.730
-181.253, -22.056, 11.590, 21.763
-181.252, -22.443, 11.629, 21.796
-181.250, -22.832, 11.669, 21.829
-181.249, -23.222, 11.708, 21.862
-181.247, -23.613, 11.747, 21.895
-181.245, -24.005, 11.787, 21.928
-181.244, -24.399, 11.827, 21.961
-181.242, -24.795, 11.867, 21.994
-181.241, -25.191, 11.907, 22.027
-181.239, -25.589, 11.947, 22.060
-181.237, -25.988, 11.988, 22.093
-181.236, -26.389, 12.028, 22.126
-181.234, -26.791, 12.069, 22.159
-181.232, -27.194, 12.110, 22.192
-181.231, -27.599, 12.151, 22.225
-181.229, -28.005, 12.192, 22.258
-181.227, -28.413, 12.233, 22.291
-181.226, -28.821, 12.275, 22.324
-181.224, -29.232, 12.316, 22.357
-181.222, -29.643, 12.358, 22.390
-181.220, -30.056, 12.400, 22.423
-181.219, -30.470, 12.441, 22.456
-181.217, -30.886, 12.483, 22.489
-181.215, -31.303, 12.526, 22.522
-181.213, -31.722, 12.568, 22.555
-181.211, -32.142, 12.610, 22.588
-181.210, -32.563, 12.653, 22.621
-181.208, -32.986, 12.696, 22.654
-181.206, -33.411, 12.738, 22.687
-181.204, -33.836, 12.782, 22.720
-181.202, -34.263, 12.825, 22.753
-181.200, -34.692, 12.868, 22.786
-181.198, -35.122, 12.912, 22.819
-181.196, -35.554, 12.955, 22.852
-181.194, -35.987, 12.999, 22.885
-181.192, -36.421, 13.043, 22.918
-181.190, -36.857, 13.087, 22.951
-181.188, -37.294, 13.131, 22.984
-181.186, -37.733, 13.175, 23.017
-181.184, -38.173, 13.219, 23.050
